Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     171/237         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
[23]     0.0    0.00    0.00     237         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_begin() [23]
                0.00    0.00     237/237         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_mbegin() const [22]
-----------------------------------------------
                0.00    0.00      72/218         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
                0.00    0.00     146/218         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_erase(std::_Rb_tree_node<char>*) [79]
[24]     0.0    0.00    0.00     218         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_right(std::_Rb_tree_node_base*) [24]
-----------------------------------------------
                0.00    0.00      43/189         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
                0.00    0.00     146/189         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_erase(std::_Rb_tree_node<char>*) [79]
[25]     0.0    0.00    0.00     189         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_left(std::_Rb_tree_node_base*) [25]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_const_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>&, bool&, true>(std::_Rb_tree_iterator<char>&, bool&) [29]
[26]     0.0    0.00    0.00     171         std::_Rb_tree_const_iterator<char>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<char> const&) [26]
-----------------------------------------------
                0.00    0.00     171/171         check(int, int) [65]
[27]     0.0    0.00    0.00     171         std::set<char, std::less<char>, std::allocator<char> >::insert(char const&) [27]
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
                0.00    0.00     171/171         std::pair<std::_Rb_tree_const_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>&, bool&, true>(std::_Rb_tree_iterator<char>&, bool&) [29]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
[28]     0.0    0.00    0.00     171         std::pair<std::_Rb_tree_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>, bool, true>(std::_Rb_tree_iterator<char>&&, bool&&) [28]
                0.00    0.00     171/171         std::_Rb_tree_iterator<char>&& std::forward<std::_Rb_tree_iterator<char> >(std::remove_reference<std::_Rb_tree_iterator<char> >::type&) [35]
                0.00    0.00     171/171         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [36]
-----------------------------------------------
                0.00    0.00     171/171         std::set<char, std::less<char>, std::allocator<char> >::insert(char const&) [27]
[29]     0.0    0.00    0.00     171         std::pair<std::_Rb_tree_const_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>&, bool&, true>(std::_Rb_tree_iterator<char>&, bool&) [29]
                0.00    0.00     171/171         std::_Rb_tree_iterator<char>& std::forward<std::_Rb_tree_iterator<char>&>(std::remove_reference<std::_Rb_tree_iterator<char>&>::type&) [33]
                0.00    0.00     171/171         std::_Rb_tree_const_iterator<char>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<char> const&) [26]
                0.00    0.00     171/171         bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [34]
-----------------------------------------------
                0.00    0.00     171/171         std::set<char, std::less<char>, std::allocator<char> >::insert(char const&) [27]
[30]     0.0    0.00    0.00     171         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
                0.00    0.00     171/517         std::_Identity<char>::operator()(char const&) const [10]
                0.00    0.00     171/171         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>, bool, true>(std::_Rb_tree_iterator<char>&&, bool&&) [28]
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node::_Alloc_node(std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >&) [50]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/146         std::_Rb_tree_iterator<char> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_<char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node&) [49]
                0.00    0.00      25/443         std::_Rb_tree_iterator<char>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [11]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
[31]     0.0    0.00    0.00     171         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
                0.00    0.00     186/266         std::less<char>::operator()(char const&, char const&) const [20]
                0.00    0.00     171/237         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_begin() [23]
                0.00    0.00     171/317         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_end() [12]
                0.00    0.00     171/443         std::_Rb_tree_iterator<char>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [11]
                0.00    0.00     146/146         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&) [48]
                0.00    0.00     115/266         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_key(std::_Rb_tree_node<char> const*) [21]
                0.00    0.00     101/101         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::begin() [62]
                0.00    0.00     101/101         std::operator==(std::_Rb_tree_iterator<char> const&, std::_Rb_tree_iterator<char> const&) [63]
                0.00    0.00      72/218         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_right(std::_Rb_tree_node_base*) [24]
                0.00    0.00      71/151         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_key(std::_Rb_tree_node_base const*) [37]
                0.00    0.00      43/189         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_left(std::_Rb_tree_node_base*) [25]
                0.00    0.00      25/25          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [84]
                0.00    0.00       1/1           std::_Rb_tree_iterator<char>::operator--() [109]
-----------------------------------------------
                0.00    0.00      25/171         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [84]
                0.00    0.00     146/171         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&) [48]
[32]     0.0    0.00    0.00     171         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [32]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_const_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>&, bool&, true>(std::_Rb_tree_iterator<char>&, bool&) [29]
[33]     0.0    0.00    0.00     171         std::_Rb_tree_iterator<char>& std::forward<std::_Rb_tree_iterator<char>&>(std::remove_reference<std::_Rb_tree_iterator<char>&>::type&) [33]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_const_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>&, bool&, true>(std::_Rb_tree_iterator<char>&, bool&) [29]
[34]     0.0    0.00    0.00     171         bool& std::forward<bool&>(std::remove_reference<bool&>::type&) [34]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>, bool, true>(std::_Rb_tree_iterator<char>&&, bool&&) [28]
[35]     0.0    0.00    0.00     171         std::_Rb_tree_iterator<char>&& std::forward<std::_Rb_tree_iterator<char> >(std::remove_reference<std::_Rb_tree_iterator<char> >::type&) [35]
-----------------------------------------------
                0.00    0.00     171/171         std::pair<std::_Rb_tree_iterator<char>, bool>::pair<std::_Rb_tree_iterator<char>, bool, true>(std::_Rb_tree_iterator<char>&&, bool&&) [28]
[36]     0.0    0.00    0.00     171         bool&& std::forward<bool>(std::remove_reference<bool>::type&) [36]
-----------------------------------------------
                0.00    0.00      71/151         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
                0.00    0.00      80/151         std::_Rb_tree_iterator<char> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_<char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node&) [49]
[37]     0.0    0.00    0.00     151         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_key(std::_Rb_tree_node_base const*) [37]
                0.00    0.00     151/266         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_key(std::_Rb_tree_node<char> const*) [21]
-----------------------------------------------
                0.00    0.00     146/146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::deallocate(std::allocator<std::_Rb_tree_node<char> >&, std::_Rb_tree_node<char>*, unsigned long) [44]
[38]     0.0    0.00    0.00     146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::deallocate(std::_Rb_tree_node<char>*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00     146/146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::destroy<char>(std::allocator<std::_Rb_tree_node<char> >&, char*) [45]
[39]     0.0    0.00    0.00     146         void __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::destroy<char>(char*) [39]
-----------------------------------------------
                0.00    0.00     146/146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::allocate(std::allocator<std::_Rb_tree_node<char> >&, unsigned long) [46]
[40]     0.0    0.00    0.00     146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::allocate(unsigned long, void const*) [40]
                0.00    0.00     146/146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00     146/146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::construct<char, char const&>(std::allocator<std::_Rb_tree_node<char> >&, char*, char const&) [47]
[41]     0.0    0.00    0.00     146         void __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::construct<char, char const&>(char*, char const&) [41]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/293         operator new(unsigned long, void*) [13]
-----------------------------------------------
                0.00    0.00     146/146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::allocate(unsigned long, void const*) [40]
[42]     0.0    0.00    0.00     146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::_M_max_size() const [42]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree_iterator<char> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_<char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node&) [49]
[43]     0.0    0.00    0.00     146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node::operator()<char const&>(char const&) const [43]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_create_node<char const&>(char const&) [54]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_put_node(std::_Rb_tree_node<char>*) [52]
[44]     0.0    0.00    0.00     146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::deallocate(std::allocator<std::_Rb_tree_node<char> >&, std::_Rb_tree_node<char>*, unsigned long) [44]
                0.00    0.00     146/146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::deallocate(std::_Rb_tree_node<char>*, unsigned long) [38]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_destroy_node(std::_Rb_tree_node<char>*) [55]
[45]     0.0    0.00    0.00     146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::destroy<char>(std::allocator<std::_Rb_tree_node<char> >&, char*) [45]
                0.00    0.00     146/146         void __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::destroy<char>(char*) [39]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_node() [51]
[46]     0.0    0.00    0.00     146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::allocate(std::allocator<std::_Rb_tree_node<char> >&, unsigned long) [46]
                0.00    0.00     146/146         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::allocate(unsigned long, void const*) [40]
-----------------------------------------------
                0.00    0.00     146/146         void std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_construct_node<char const&>(std::_Rb_tree_node<char>*, char const&) [56]
[47]     0.0    0.00    0.00     146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::construct<char, char const&>(std::allocator<std::_Rb_tree_node<char> >&, char*, char const&) [47]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/146         void __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::construct<char, char const&>(char*, char const&) [41]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
[48]     0.0    0.00    0.00     146         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&) [48]
                0.00    0.00     146/146         std::_Rb_tree_node<char>*& std::forward<std::_Rb_tree_node<char>*&>(std::remove_reference<std::_Rb_tree_node<char>*&>::type&) [57]
                0.00    0.00     146/171         std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [32]
-----------------------------------------------
                0.00    0.00     146/146         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
[49]     0.0    0.00    0.00     146         std::_Rb_tree_iterator<char> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_<char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, char const&, std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node&) [49]
                0.00    0.00     146/317         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_end() [12]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node::operator()<char const&>(char const&) const [43]
                0.00    0.00     146/443         std::_Rb_tree_iterator<char>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [11]
                0.00    0.00      80/151         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_S_key(std::_Rb_tree_node_base const*) [37]
                0.00    0.00      80/517         std::_Identity<char>::operator()(char const&) const [10]
                0.00    0.00      80/266         std::less<char>::operator()(char const&, char const&) const [20]
-----------------------------------------------
                0.00    0.00     146/146         std::pair<std::_Rb_tree_iterator<char>, bool> std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_insert_unique<char const&>(char const&) [30]
[50]     0.0    0.00    0.00     146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node::_Alloc_node(std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >&) [50]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_create_node<char const&>(char const&) [54]
[51]     0.0    0.00    0.00     146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_node() [51]
                0.00    0.00     146/584         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_Node_allocator() [9]
                0.00    0.00     146/146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::allocate(std::allocator<std::_Rb_tree_node<char> >&, unsigned long) [46]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_drop_node(std::_Rb_tree_node<char>*) [53]
[52]     0.0    0.00    0.00     146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_put_node(std::_Rb_tree_node<char>*) [52]
                0.00    0.00     146/584         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_Node_allocator() [9]
                0.00    0.00     146/146         std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::deallocate(std::allocator<std::_Rb_tree_node<char> >&, std::_Rb_tree_node<char>*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_erase(std::_Rb_tree_node<char>*) [79]
[53]     0.0    0.00    0.00     146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_drop_node(std::_Rb_tree_node<char>*) [53]
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_destroy_node(std::_Rb_tree_node<char>*) [55]
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_put_node(std::_Rb_tree_node<char>*) [52]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Alloc_node::operator()<char const&>(char const&) const [43]
[54]     0.0    0.00    0.00     146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_create_node<char const&>(char const&) [54]
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_node() [51]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/146         void std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_construct_node<char const&>(std::_Rb_tree_node<char>*, char const&) [56]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_drop_node(std::_Rb_tree_node<char>*) [53]
[55]     0.0    0.00    0.00     146         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_destroy_node(std::_Rb_tree_node<char>*) [55]
                0.00    0.00     146/292         std::_Rb_tree_node<char>::_M_valptr() [16]
                0.00    0.00     146/584         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_Node_allocator() [9]
                0.00    0.00     146/146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::destroy<char>(std::allocator<std::_Rb_tree_node<char> >&, char*) [45]
-----------------------------------------------
                0.00    0.00     146/146         std::_Rb_tree_node<char>* std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_create_node<char const&>(char const&) [54]
[56]     0.0    0.00    0.00     146         void std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_construct_node<char const&>(std::_Rb_tree_node<char>*, char const&) [56]
                0.00    0.00     146/293         operator new(unsigned long, void*) [13]
                0.00    0.00     146/1022        char const& std::forward<char const&>(std::remove_reference<char const&>::type&) [8]
                0.00    0.00     146/292         std::_Rb_tree_node<char>::_M_valptr() [16]
                0.00    0.00     146/584         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_Node_allocator() [9]
                0.00    0.00     146/146         void std::allocator_traits<std::allocator<std::_Rb_tree_node<char> > >::construct<char, char const&>(std::allocator<std::_Rb_tree_node<char> >&, char*, char const&) [47]
-----------------------------------------------
                0.00    0.00     146/146         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<char>*&, std::_Rb_tree_node_base*&) [48]
[57]     0.0    0.00    0.00     146         std::_Rb_tree_node<char>*& std::forward<std::_Rb_tree_node<char>*&>(std::remove_reference<std::_Rb_tree_node<char>*&>::type&) [57]
-----------------------------------------------
                0.00    0.00     132/132         std::__cxx11::to_string(int) [59]
[58]     0.0    0.00    0.00     132         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [58]
-----------------------------------------------
                0.00    0.00     132/132         check(int, int) [65]
[59]     0.0    0.00    0.00     132         std::__cxx11::to_string(int) [59]
                0.00    0.00     132/132         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [60]
                0.00    0.00     132/132         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [58]
                0.00    0.00     132/132         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [61]
-----------------------------------------------
                0.00    0.00     132/132         std::__cxx11::to_string(int) [59]
[60]     0.0    0.00    0.00     132         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [60]
-----------------------------------------------
                0.00    0.00     132/132         std::__cxx11::to_string(int) [59]
[61]     0.0    0.00    0.00     132         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [61]
-----------------------------------------------
                0.00    0.00     101/101         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
[62]     0.0    0.00    0.00     101         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::begin() [62]
                0.00    0.00     101/443         std::_Rb_tree_iterator<char>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [11]
-----------------------------------------------
                0.00    0.00     101/101         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_M_get_insert_unique_pos(char const&) [31]
[63]     0.0    0.00    0.00     101         std::operator==(std::_Rb_tree_iterator<char> const&, std::_Rb_tree_iterator<char> const&) [63]
-----------------------------------------------
                0.00    0.00      72/72          main [6]
[64]     0.0    0.00    0.00      72         std::vector<int, std::allocator<int> >::operator[](unsigned long) [64]
-----------------------------------------------
                0.00    0.00      66/66          main [6]
[65]     0.0    0.00    0.00      66         check(int, int) [65]
                0.00    0.00     171/171         std::set<char, std::less<char>, std::allocator<char> >::insert(char const&) [27]
                0.00    0.00     132/132         std::__cxx11::to_string(int) [59]
                0.00    0.00      66/66          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [83]
                0.00    0.00      66/66          std::set<char, std::less<char>, std::allocator<char> >::set() [75]
                0.00    0.00      66/66          std::set<char, std::less<char>, std::allocator<char> >::size() const [68]
                0.00    0.00      66/66          std::set<char, std::less<char>, std::allocator<char> >::~set() [76]
-----------------------------------------------
                0.00    0.00      66/66          std::allocator<std::_Rb_tree_node<char> >::allocator() [70]
[66]     0.0    0.00    0.00      66         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::new_allocator() [66]
-----------------------------------------------
                0.00    0.00      66/66          std::allocator<std::_Rb_tree_node<char> >::~allocator() [71]
[67]     0.0    0.00    0.00      66         __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::~new_allocator() [67]
-----------------------------------------------
                0.00    0.00      66/66          check(int, int) [65]
[68]     0.0    0.00    0.00      66         std::set<char, std::less<char>, std::allocator<char> >::size() const [68]
                0.00    0.00      66/66          std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::size() const [69]
-----------------------------------------------
                0.00    0.00      66/66          std::set<char, std::less<char>, std::allocator<char> >::size() const [68]
[69]     0.0    0.00    0.00      66         std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::size() const [69]
-----------------------------------------------
                0.00    0.00      66/66          std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [77]
[70]     0.0    0.00    0.00      66         std::allocator<std::_Rb_tree_node<char> >::allocator() [70]
                0.00    0.00      66/66          __gnu_cxx::new_allocator<std::_Rb_tree_node<char> >::new_allocator() [66]
-----------------------------------------------
                0.00    0.00      66/66          std::_Rb_tree<char, char, std::_Identity<char>, std::less<char>, std::allocator<char> >::_Rb_tree_impl<std::less<char>, true>::~_Rb_tree_impl() [78]
[71]     0.0    0.00    0.00      66         std::allocator<std::_Rb_tree_node<char> >::~allocator() [71]
